case_id,diagnosis,strategy,noise_rate,seed,turn_index,chosen_action,report_index,evidence_code,gain_hat,harm_hat,net_value,verification_cost,passed_gain_gate,passed_harm_gate,v_bayes_verify,heuristic_verify_utility,retrieval_impact,error_prob_times_impact,error_probability,diagnostic_influence,best_asknew_eig,best_asknew_v_bayes,selected,realized_correct_to_wrong,realized_wrong_to_correct
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,3,new,1,E_124,,,,,,,-0.049021,0.099446,,,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,3,new,2,E_129,,,,,,,-0.049765,0.064271,,,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,4,stop,3,E_125,,,,,,,-0.121011,0.014871,,,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,4,stop,0,E_53,,,,,,,-0.056371,-0.023974,,,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,4,stop,1,E_124,,,,,,,-0.044501,-0.025121,,,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.3,2026,4,stop,2,E_129,,,,,,,-0.037497,-0.027521,,,0.000407,0.009695,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,1,new,0,E_53,-0.046763,0.025247,-0.076763,0.03,False,True,-0.054206,0.102531,0.0,0.0,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,2,new,0,E_53,-0.078218,0.938056,-0.108218,0.03,False,False,-0.066294,0.142142,0.0,0.0,0.05342,0.557429,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,2,new,1,E_124,-0.046357,0.941694,-0.076357,0.03,False,False,-0.037805,0.068691,0.0,0.0,0.023645,0.354753,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,3,new,0,E_53,-0.117492,0.694677,-0.147492,0.03,False,False,-0.086709,0.125174,0.0,0.0,0.04534,0.516391,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,3,new,1,E_124,-0.074372,0.013573,-0.104372,0.03,False,True,-0.049021,0.099446,0.0,0.0,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,3,new,2,E_129,-0.030355,0.004383,-0.060355,0.03,False,True,-0.049765,0.064271,0.0,0.0,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,4,stop,3,E_125,-0.004662,2.1e-05,-0.034662,0.03,False,True,-0.121011,0.014871,0.823529,0.012781,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,4,stop,0,E_53,0.003596,1.1e-05,-0.026404,0.03,False,True,-0.056371,-0.023974,0.0,0.0,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,4,stop,1,E_124,0.003596,1.1e-05,-0.026404,0.03,False,True,-0.044501,-0.025121,0.0,0.0,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.3,2026,4,stop,2,E_129,0.003596,1.6e-05,-0.026404,0.03,False,True,-0.037497,-0.027521,0.0,0.0,0.000407,0.009695,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,1,new,0,E_53,-0.045372,0.049184,-0.075372,0.03,False,True,-0.054206,0.102531,0.0,0.0,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,2,new,0,E_53,-0.092034,0.742578,-0.122034,0.03,False,True,-0.066294,0.142142,0.0,0.0,0.05342,0.557429,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,2,new,1,E_124,-0.066536,0.704335,-0.096536,0.03,False,True,-0.037805,0.068691,0.0,0.0,0.023645,0.354753,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,3,new,0,E_53,-0.083067,0.476122,-0.113067,0.03,False,True,-0.086709,0.125174,0.0,0.0,0.04534,0.516391,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,3,new,1,E_124,-0.080788,0.034199,-0.110788,0.03,False,True,-0.049021,0.099446,0.0,0.0,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,3,new,2,E_129,-0.021554,0.008464,-0.051554,0.03,False,True,-0.049765,0.064271,0.0,0.0,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,4,stop,3,E_125,-0.013312,0.00021,-0.043312,0.03,False,True,-0.121011,0.014871,0.0,0.0,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,4,stop,0,E_53,0.020358,0.000159,-0.009642,0.03,False,True,-0.056371,-0.023974,0.0,0.0,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,4,stop,1,E_124,0.020358,0.000159,-0.009642,0.03,False,True,-0.044501,-0.025121,0.0,0.0,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.3,2026,4,stop,2,E_129,0.020358,7.2e-05,-0.009642,0.03,False,True,-0.037497,-0.027521,0.0,0.0,0.000407,0.009695,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,1,new,0,E_53,,,,,,,-0.054206,0.102531,,,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,2,new,0,E_53,,,,,,,-0.066294,0.142142,,,0.05342,0.557429,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,2,new,1,E_124,,,,,,,-0.037805,0.068691,,,0.023645,0.354753,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,3,new,0,E_53,,,,,,,-0.086709,0.125174,,,0.04534,0.516391,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,3,new,1,E_124,,,,,,,-0.049021,0.099446,,,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,3,new,2,E_129,,,,,,,-0.049765,0.064271,,,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,4,stop,3,E_125,,,,,,,-0.121011,0.014871,,,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,4,stop,0,E_53,,,,,,,-0.056371,-0.023974,,,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,4,stop,1,E_124,,,,,,,-0.044501,-0.025121,,,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2027,4,stop,2,E_129,,,,,,,-0.037497,-0.027521,,,0.000407,0.009695,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,1,new,0,E_53,-0.046763,0.025247,-0.076763,0.03,False,True,-0.054206,0.102531,0.0,0.0,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,2,new,0,E_53,-0.078218,0.938056,-0.108218,0.03,False,False,-0.066294,0.142142,0.0,0.0,0.05342,0.557429,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,2,new,1,E_124,-0.046357,0.941694,-0.076357,0.03,False,False,-0.037805,0.068691,0.0,0.0,0.023645,0.354753,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,3,new,0,E_53,-0.117492,0.694677,-0.147492,0.03,False,False,-0.086709,0.125174,0.0,0.0,0.04534,0.516391,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,3,new,1,E_124,-0.074372,0.013573,-0.104372,0.03,False,True,-0.049021,0.099446,0.0,0.0,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,3,new,2,E_129,-0.030355,0.004383,-0.060355,0.03,False,True,-0.049765,0.064271,0.0,0.0,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,4,stop,3,E_125,-0.004662,2.1e-05,-0.034662,0.03,False,True,-0.121011,0.014871,0.823529,0.012781,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,4,stop,0,E_53,0.003596,1.1e-05,-0.026404,0.03,False,True,-0.056371,-0.023974,0.0,0.0,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,4,stop,1,E_124,0.003596,1.1e-05,-0.026404,0.03,False,True,-0.044501,-0.025121,0.0,0.0,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2027,4,stop,2,E_129,0.003596,1.6e-05,-0.026404,0.03,False,True,-0.037497,-0.027521,0.0,0.0,0.000407,0.009695,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,1,new,0,E_53,-0.045372,0.049184,-0.075372,0.03,False,True,-0.054206,0.102531,0.0,0.0,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,2,new,0,E_53,-0.092034,0.742578,-0.122034,0.03,False,True,-0.066294,0.142142,0.0,0.0,0.05342,0.557429,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,2,new,1,E_124,-0.066536,0.704335,-0.096536,0.03,False,True,-0.037805,0.068691,0.0,0.0,0.023645,0.354753,0.57073,0.165482,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,3,new,0,E_53,-0.083067,0.476122,-0.113067,0.03,False,True,-0.086709,0.125174,0.0,0.0,0.04534,0.516391,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,3,new,1,E_124,-0.080788,0.034199,-0.110788,0.03,False,True,-0.049021,0.099446,0.0,0.0,0.035755,0.445212,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,3,new,2,E_129,-0.021554,0.008464,-0.051554,0.03,False,True,-0.049765,0.064271,0.0,0.0,0.021431,0.341808,0.423115,0.095473,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,4,stop,3,E_125,-0.013312,0.00021,-0.043312,0.03,False,True,-0.121011,0.014871,0.0,0.0,0.01552,0.164644,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,4,stop,0,E_53,0.020358,0.000159,-0.009642,0.03,False,True,-0.056371,-0.023974,0.0,0.0,0.001001,0.023555,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,4,stop,1,E_124,0.020358,0.000159,-0.009642,0.03,False,True,-0.044501,-0.025121,0.0,0.0,0.00081,0.019074,0.042004,-0.02787,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_no_rag,0.2,2027,4,stop,2,E_129,0.020358,7.2e-05,-0.009642,0.03,False,True,-0.037497,-0.027521,0.0,0.0,0.000407,0.009695,0.042004,-0.02787,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,5,new,2,E_214,,,,,,,,,,,0.066951,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,5,new,3,E_124,,,,,,,,,,,0.042732,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,5,new,0,E_53,,,,,,,,,,,0.02956,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,5,new,1,E_201,,,,,,,,,,,0.037121,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,6,stop,0,E_53,,,,,,,,,,,0.022719,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,6,stop,2,E_214,,,,,,,,,,,0.012999,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,6,stop,5,E_79,,,,,,,,,,,0.013766,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,6,stop,1,E_201,,,,,,,,,,,0.012147,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2026,6,stop,3,E_124,,,,,,,,,,,0.000808,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,2,new,0,E_53,,,,,,,,,,,0.077473,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,3,new,2,E_214,,,,,,,,,,,0.115271,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,3,new,0,E_53,,,,,,,,,,,0.025525,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,4,new,2,E_214,,,,,,,,,,,0.115271,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,4,new,0,E_53,,,,,,,,,,,0.025525,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,5,new,2,E_214,,,,,,,,,,,0.115271,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,5,new,0,E_53,,,,,,,,,,,0.025525,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,6,new,2,E_214,,,,,,,,,,,0.115271,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,6,new,0,E_53,,,,,,,,,,,0.025525,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,7,verify,6,E_79,,,,,,,,,,,0.090489,,,,1,0,0
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,7,verify,0,E_53,,,,,,,,,,,0.02286,,,,0,,
80212,Acute COPD exacerbation / infection,heuristic_verify,0.3,2027,7,verify,2,E_214,,,,,,,,,,,0.020514,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,2,new,1,E_124,,,,,,,,,,,0.093872,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,2,new,0,E_53,,,,,,,,,,,0.05025,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,3,new,1,E_124,,,,,,,,,,,0.136903,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,3,new,0,E_53,,,,,,,,,,,0.041339,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,3,new,2,E_129,,,,,,,,,,,0.019426,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,4,new,1,E_124,,,,,,,,,,,0.361365,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,4,new,0,E_53,,,,,,,,,,,0.110354,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,4,new,3,E_125,,,,,,,,,,,0.071427,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,4,new,2,E_129,,,,,,,,,,,0.053372,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,5,new,1,E_124,,,,,,,,,,,0.361365,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,5,new,0,E_53,,,,,,,,,,,0.110354,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,5,new,3,E_125,,,,,,,,,,,0.071427,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,5,new,2,E_129,,,,,,,,,,,0.053372,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,6,new,1,E_124,,,,,,,,,,,0.481866,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,6,new,0,E_53,,,,,,,,,,,0.08244,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,6,new,2,E_129,,,,,,,,,,,0.07268,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,6,new,3,E_125,,,,,,,,,,,0.020204,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,6,new,5,E_79,,,,,,,,,,,0.015646,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,0,E_53,,,,,,,,,,,0.12655,,,,1,0,0
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,2,E_129,,,,,,,,,,,0.112824,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,1,E_124,,,,,,,,,,,0.207938,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,3,E_125,,,,,,,,,,,0.031897,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,5,E_79,,,,,,,,,,,0.024684,,,,0,,
34898,Acute COPD exacerbation / infection,heuristic_verify,0.2,2026,7,verify,6,E_116,,,,,,,,,,,0.02433,,,,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,1,new,0,E_53,,,,,,,-0.054206,0.102531,,,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,2,new,1,E_124,,,,,,,-0.033092,0.075123,,,0.093872,0.292639,0.553047,0.147687,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,2,new,0,E_53,,,,,,,-0.060615,0.135957,,,0.05025,0.543155,0.553047,0.147687,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,3,new,1,E_124,,,,,,,-0.040317,0.113217,,,0.136903,0.355272,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,3,new,0,E_53,,,,,,,-0.075342,0.116554,,,0.041339,0.494508,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,3,new,2,E_129,,,,,,,-0.044684,0.057619,,,0.019426,0.320077,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,4,verify,1,E_124,,,,,,,0.050614,0.23189,,,0.361365,0.412931,0.364847,0.007941,1,0,0
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,4,verify,0,E_53,,,,,,,-0.031817,0.2256,,,0.110354,0.6954,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,4,verify,3,E_125,,,,,,,0.01445,0.117075,,,0.071427,0.446021,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,model_based_vbayes_verify,0.2,2026,4,verify,2,E_129,,,,,,,-0.0132,0.143297,,,0.053372,0.56133,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,1,new,0,E_53,-0.046763,0.025247,-0.076763,0.03,False,True,-0.054206,0.102531,0.0,0.0,0.035128,0.457115,0.542015,0.148781,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,2,new,1,E_124,-0.054714,0.676516,-0.084714,0.03,False,False,-0.033092,0.075123,0.0,0.0,0.093872,0.292639,0.553047,0.147687,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,2,new,0,E_53,-0.089868,0.955451,-0.119868,0.03,False,False,-0.060615,0.135957,0.0,0.0,0.05025,0.543155,0.553047,0.147687,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,3,new,1,E_124,-0.041417,0.309063,-0.071417,0.03,False,True,-0.040317,0.113217,0.0,0.0,0.136903,0.355272,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,3,new,0,E_53,-0.09504,0.081552,-0.12504,0.03,False,True,-0.075342,0.116554,0.0,0.0,0.041339,0.494508,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,3,new,2,E_129,-0.012949,0.000631,-0.042949,0.03,False,True,-0.044684,0.057619,0.0,0.0,0.019426,0.320077,0.448674,0.114544,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,4,new,1,E_124,-0.06655,0.093253,-0.09655,0.03,False,True,0.050614,0.23189,0.0,0.0,0.361365,0.412931,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,4,new,0,E_53,-0.001914,0.006459,-0.031914,0.03,False,True,-0.031817,0.2256,0.0,0.0,0.110354,0.6954,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,4,new,3,E_125,0.019355,0.042416,-0.010645,0.03,False,True,0.01445,0.117075,0.0,0.0,0.071427,0.446021,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,4,new,2,E_129,-0.017553,0.010661,-0.047553,0.03,False,True,-0.0132,0.143297,0.0,0.0,0.053372,0.56133,0.364847,0.007941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,5,new,1,E_124,-0.053327,0.039016,-0.083327,0.03,False,True,0.050614,0.23189,0.0,0.0,0.361365,0.412931,0.329688,0.038086,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,5,new,0,E_53,0.010121,0.003324,-0.019879,0.03,False,True,-0.031817,0.2256,0.0,0.0,0.110354,0.6954,0.329688,0.038086,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,5,new,3,E_125,0.041418,0.038949,0.011418,0.03,True,True,0.01445,0.117075,0.0,0.0,0.071427,0.446021,0.329688,0.038086,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,5,new,2,E_129,-0.015266,0.009763,-0.045266,0.03,False,True,-0.0132,0.143297,0.0,0.0,0.053372,0.56133,0.329688,0.038086,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,6,new,1,E_124,-0.033741,0.005124,-0.063741,0.03,False,True,0.085615,0.242243,0.0,0.0,0.481866,0.358334,0.352457,0.078941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,6,new,0,E_53,-0.034229,0.028339,-0.064229,0.03,False,True,-0.042116,0.188011,0.0,0.0,0.08244,0.643434,0.352457,0.078941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,6,new,2,E_129,-0.008567,0.004394,-0.038567,0.03,False,True,-0.006882,0.177687,0.0,0.0,0.07268,0.631983,0.352457,0.078941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,6,new,3,E_125,0.043519,0.001002,0.013519,0.03,True,True,-0.026071,0.053123,0.0,0.0,0.020204,0.302355,0.352457,0.078941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,6,new,5,E_79,0.004388,0.000295,-0.025612,0.03,False,True,-0.029253,0.036347,0.0,0.0,0.015646,0.245382,0.352457,0.078941,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,7,stop,0,E_53,0.029852,0.005344,-0.000148,0.03,False,True,-0.029402,0.244035,0.0,0.0,0.12655,0.713202,0.252651,-0.000334,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,7,stop,2,E_129,0.015029,0.005764,-0.014971,0.03,False,True,0.013009,0.234953,0.0,0.0,0.112824,0.716239,0.252651,-0.000334,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,7,stop,1,E_124,0.009696,0.016918,-0.020304,0.03,False,True,-0.012173,0.154428,0.0,0.0,0.207938,0.38663,0.252651,-0.000334,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,7,stop,3,E_125,0.021697,0.009632,-0.008303,0.03,False,True,-0.018956,0.07943,0.0,0.0,0.031897,0.380962,0.252651,-0.000334,0,,
34898,Acute COPD exacerbation / infection,learned_worthiness_full_rag,0.2,2026,7,stop,5,E_79,0.001146,0.005519,-0.028854,0.03,False,True,-0.023891,0.057133,0.0,0.0,0.024684,0.311133,0.252651,-0.000334,0,,
